圖片,商品,價格1,價格2,網址
https://cf.shopee.tw/file/503e30dfb364eb54b88ef4712f788dc9_tn,"<書本熊>新制日檢!絕對合格N1,N2單字全真模考三回+詳解（25K）：9789862465073",292,292,https://shopee.tw//-書本熊-新制日檢!絕對合格N1-N2單字全真模考三回-詳解（25K）：9789862465073-i.25236816.1449623659
https://cf.shopee.tw/file/008dba3dae61923629247868891806a6_tn,<書本熊>最新版日檢單字N5、N4、N3、N2、N1絕對合格一擊必殺!(附1MP3)：9789578904026,394,394,https://shopee.tw//-書本熊-最新版日檢單字N5、N4、N3、N2、N1絕對合格一擊必殺!(附1MP3)：9789578904026-i.25236816.963992411
https://cf.shopee.tw/file/9e2b327fcffa211e7fbf1da8c5c3d72f_tn,9789866692215【大師圖書山田社-】袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）,253,253,https://shopee.tw//9789866692215【大師圖書山田社-】袖珍本精修重音版新制對應絕對合格！日檢必背單字N2（50K＋DVD）-i.59926168.4720719371
https://cf.shopee.tw/file/d08b289b4484c0138ef41d6ba60f650a_tn,<建宏>精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全2018/10/9789862465172,506,506,https://shopee.tw//-建宏-精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全2018-10-9789862465172-i.39144451.1725343436
https://cf.shopee.tw/file/f694f7389027a0c22412328c168ca444_tn,9789869608633﹝大師圖書雅典-永﹞日檢單字+文法一本搞定N2,253,253,https://shopee.tw//9789869608633﹝大師圖書雅典-永﹞日檢單字-文法一本搞定N2-i.59926168.1151760996
https://cf.shopee.tw/file/d08b289b4484c0138ef41d6ba60f650a_tn,<讀好書>精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全2018/10/9789862465172,504,504,https://shopee.tw//-讀好書-精修重音版新制日檢！絕對合格N1、N2、N3、N4、N5必背單字大全2018-10-9789862465172-i.23603259.1725343126
https://cf.shopee.tw/file/8e0d2aa3be5665d1ffc5caea992b5211_tn,<建宏>日檢單字+文法一本搞定N2(+MP3) 9789869608633 雅典文化,253,253,https://shopee.tw//-建宏-日檢單字-文法一本搞定N2(-MP3)-9789869608633-雅典文化-i.39144451.1062214923
https://cf.shopee.tw/file/b250a1ff60919066259800bb79da89f0_tn,<書本熊二館>[山田社]袖珍本 精修重音版 新制對應 絕對合格！日檢必背單字N2（50K＋DVD）：9789866692215,252,252,https://shopee.tw//-書本熊二館-山田社-袖珍本-精修重音版-新制對應-絕對合格！日檢必背單字N2（50K＋DVD）：9789866692215-i.155768384.3720704892
https://cf.shopee.tw/file/dc19181450895c19bfd908fa6e2ed20a_tn,《度度鳥》袖珍本　精修重音版新制對應絕對合格！日檢必背單字N2（50K│山田社-大原文化│吉松由美│全新│定價：320元,253,253,https://shopee.tw//《度度鳥》袖珍本-精修重音版新制對應絕對合格！日檢必背單字N2（50K│山田社-大原文化│吉松由美│全新│定價：320元-i.20367044.3617530979
https://cf.shopee.tw/file/56f8af0e1ea6d2ac90e5cd0e1388f76e_tn,♥S&E♥日檢N2單字大全《搶分進考場》NE0003-1 印刷凸顯 紅藍遮色片替換 單字學習法，彩色印刷凸顯重點,260,260,https://shopee.tw//♥S-E♥日檢N2單字大全《搶分進考場》NE0003-1-印刷凸顯-紅藍遮色片替換-單字學習法，彩色印刷凸顯重點-i.7386720.3810869236
